DIVULGADOR;ID_RAW;ID_DIGITS;ID;NOME_FANTASIA;RAZAO_SOCIAL;CNPJ_CPF;ENDERECO;NUMERO;CEP;BAIRRO;CIDADE;UF;TELEFONE;EMAIL
Helio Martins;047.252;047252;47252;CENTRO EDUCACIONAL ESTRELA DALVA;MARIA DALVACI MARTINS DA SILVA LTDA;26.777.047/0001-50;RUA HILDO MENEZES;557;58704-540;BELA VISTA;Patos;PB;83 99690-7686;mariapatos27@gmail.com
Helio Martins;011.547;011547;11547;CENTRO EDUCACIONAL ROSA MISTICA;CENTRO EDUCACIONAL ROSA MISTICA LTDA;02.633.616/0001-25;RUA IRINEU JOFFILY;574;58701-000;SANTO ANTÔNIO;PATOS;PB;83 3421-4583 / 3421-6235 / 99945-4464;rosamisticapb@gmail.com
Helio Martins;010.616;010616;10616;COLEGIO CEMO JUNIOR;CEMO JUNIOR CENTRO DE ESTUDOS MODERNOS LTDA;35.584.739/0001-72;RUA LEANDRO PINTO;371;58865-000;CENTRO;SÃO BENTO;PB;83 98802-7247;colegiocemojunior@hotmail.com
Helio Martins;010.077;010077;10077;COLÉGIO CRISTO REI;COLEGIO CRISTO REI;09.277.260/0001-83;RUA PEREGRINO FILHO;301;58700-450;CENTRO;PATOS;PB;83 3421-3798 / 3422-2285 / 98700-2880;secretaria@ccd.com.br
Helio Martins;047.203;047203;47203;COLEGIO DA LUZ;COLEGIO DA LUZ LTDA;09.210.092/0001-09;RUA DOUTOR SALES;166;58200-000;CENTRO;Guarabira;PB;83 98161-1225 / 99107-4112 / 99107-4112;financeiro@colegiodaluz.com.br
Helio Martins;047.221;047221;47221;COLEGIO DIOCESANO PADRE ROLIM;FUNDAÇAO DE ENSINO SUPERIOR DE CAJAZEIRAS;08.798.779/0005-78;RUA PADRE IBIAPINA;S/N;58900-000;CENTRO;Cajazeiras;PB;83 3531-3500;colegio@fescdiocesano.com.br
Helio Martins;047.220;047220;47220;COLÉGIO E CURSO GERAÇÃO CONSTRUTIVA;ESCOLA GERAÇAO CONSTRUTIVA LTDA;00.327.277/0001-23;RUA JOÃO MARTINS MOREIRA;65;58900-000;CENTRO;Cajazeiras;PB;83 99172-2502;gccoordenacao@gmail.com
Helio Martins;021.524;021524;21524;COLÉGIO E CURSO QI INTERMARES;DOM SISTEMA DE ENSINO LTDA;03.649.667/0001-08;AVENIDA MAR VERMELHO;482;58102-110;INTERMARES;CABEDELO;PB;83 99843-2742;qiintermarescoord@gmail.com
Helio Martins;009.937;009937;9937;COLEGIO EL SHADDAY;JOSEDILCE DO REGO LEITE VIANA;40.900.058/0001-06;RUA RANGEL TRAVASSOS;1141;58070-120;VARJÃO;JOÃO PESSOA;PB;83 98885-7393;elshaddai@gmail.com
Helio Martins;009.635;009635;9635;COLEGIO EVO CRISTO;CENTRO DE REFERENCIA EDUCACIONAL E SOCIAL JEAN PIAGET;09.299.439/0001-31;RUA PROFESSOR FENELON PINHEIRO CÂMARA;71;58071-750;CRISTO REDENTOR;JOÃO PESSOA;PB;83 93035-7568 / 3231-3940;supervisaoevo@gmail.com
Helio Martins;036.005;036005;36005;COLÉGIO GGE;GRUPO GÊNESIS DE ENSINO LTDA;01.934.404/0009-72;RUA ORLANDO SOARES DE OLIVEIRA;36;58032-083;MIRAMAR;JOÃO PESSOA;PB;81 3142-0081 / 99635-4172 / 98161-6904;supervisaoconsultoriasp@ggeweb.com.br
Helio Martins;011.459;011459;11459;COLEGIO JOAO AGRIPINO FILHO;AVANI FRANCISCA DE OLIVEIRA SOUSA;12.678.611/0001-72;AVENIDA DEPUTADO AMÉRICO MAIA;584;58884-000;CENTRO;CATOLÉ DO ROCHA;PB;83 3441-1312;cjaf.diretoria@gmail.com
Helio Martins;010.335;010335;10335;COLÉGIO MONTEIRO LOBATO;COLEGIO MONTEIRO LOBATO LIMITADA;09.290.586/0001-40;RUA FÉLIX SUCUPIRA DE QUEIROGA;16;58802-308;JARDINS;SOUSA;PB;83 3521-2863 / 99894-3261;monteirolobatocmlsousa2@gmail.com
Helio Martins;010.324;010324;10324;COLEGIO MOTIVA AMBIENTAL;COLEGIO ATHENEU LTDA;17.597.098/0001-09;RUA SILVINO LOPES;255;58039-190;TAMBAÚ;JOÃO PESSOA;PB;83 3015-2114;colegiomotiva@gmail.com
Helio Martins;033.268;033268;33268;COLEGIO MOTIVA ORIENTAL;CENTRO PESSOENSE DE EDUCAÇAO LTDA;05.379.655/0002-17;AVENIDA JOÃO CIRILO DA SILVA;1600;58046-005;ALTIPLANO CABO BRANCO;JOÃO PESSOA;PB;83 3022-0500;gorett@colegiomotiva.com.br
Helio Martins;011.526;011526;11526;COLÉGIO MUNDO DAS LETRAS / EXATO COL. E CURSO;MAGDA EVA DANTAS MARQUES DA ROCHA;03.473.400/0001-02;RUA AGENTE FISCAL AMADEU DE CASTRO;313;58036-446;AEROCLUBE;JOÃO PESSOA;PB;83 98707-4996;madgae.marques@gmail.com
Helio Martins;010.000;010000;10000;COLÉGIO NOSSA SENHORA AUXILIADORA;CONGREGAÇAO DAS FILHAS DE SANTA TERESA DE JESUS;06.744.635/0013-13;RUA PROFESSOR VIRGÍLIO PINTO;25;58800-550;CENTRO;SOUSA;PB;83 3521-1291 / 98846-6874;diretoriageral@cnsasousa.com.br
Helio Martins;010.317;010317;10317;COLÉGIO NOSSA SENHORA DA CONCEIÇAO;ASSOCIAÇAO NORTE BRASILEIRA DE EDUCAÇAO E ASSISTENCIA SOCIAL - ANBEAS;***;RUA ANTÔNIO BATISTA SANTIAGO;240;58360-000;CENTRO;ITABAIANA;PB;83 99970-0220;secretariacnsc@abneas.org.br
Helio Martins;009.487;009487;9487;COLÉGIO NOSSA SENHORA DE LOURDES;ASSOCIAÇÃO EDUCACIONAL SANTO AGOSTINHO;87.173.662/0005-75;PRAÇA ANA DE ALBUQUERQUE;11;58900-000;CENTRO;CAJAZEIRAS;PB;83 99128-1820 / 99693-3198;cnsl.pb@ig.com.br
Helio Martins;010.015;010015;10015;COLEGIO NOSSA SENHORA DE LOURDES / ESCOLA SÃO JOSÉ;INSTITUICAO CULTURAL EDUCATIVA E DE ASSISTENCIA SOCIAL;09.110.115/0001-03;AVENIDA PRESIDENTE EPITÁCIO PESSOA;208;58040-000;TORRE;JOÃO PESSOA;PB;83 2107-8200 / 99655-0465;secretaria@lourdinas.com
Helio Martins;009.992;009992;9992;COLEGIO NOSSA SENHORA DO CARMO;COLEGIO NOSSA SENHORA DO CARMO LTDA;24.102.386/0001-00;RUA GERMINIANO DE SOUSA;221;58900-000;CENTRO;CAJAZEIRAS;PB;83 98828-6961 / 98828-6947;nossasenhora.docarmo@yahoo.com.br
Helio Martins;047.195;047195;47195;COLÉGIO OBJETIVO DE GUARABIRA;SOCIEDADE GUARABIRENSE DE EDUCAÇÃO LTDA;01.194.811/0001-33;RUA EPITACIO PESSOA;60;58200-000;CENTRO;Guarabira;PB;83 3271-3135;***
Helio Martins;010.312;010312;10312;COLÉGIO PIO XI;INSTITUTO CIENTIFICO DA PARAIBA LTDA;04.212.278/0001-83;RUA PHILADELPHO PINTO DE CARVALHO;135;58036-105;AEROCLUBE;JOÃO PESSOA;PB;83 3246-1245 / 98770-8055;secretaria.pioxi@gmail.com
Helio Martins;014.610;014610;14610;COLÉGIO POLIGONO;POLIGONO EDUCACIONAL LTDA;33.163.807/0001-02;RUA PAULINO DOS SANTOS COELHO;31;58052-570;JARDIM CIDADE UNIVERSITÁRIA;JOÃO PESSOA;PB;83 3235-3953 / 98885-0851;financeirocolegiopoligono@gmail.com
Helio Martins;027.413;027413;27413;COLÉGIO PROFESSOR AFONSO PEREIRA;ISABEL FERNANDES CORREIA;35.350.097/0001-47;RUA CONEGO BERNARDINO;16;58915-000;CENTRO;UIRAÚNA;PB;83 99603-6154;afonsopereira2013@gmail.com
Helio Martins;010.014;010014;10014;COLÉGIO SANTA DOROTÉIA;CONGREGACÃO DE SANTA DOROTEIA DO BRASIL;10.847.747/0012-96;RUA EDUARDO MEDEIROS;89;58050-080;CASTELO BRANCO;JOÃO PESSOA;PB;83 3224-7486 / 99130-0023;coord.doroteiajp@gmail.com
Helio Martins;047.198;047198;47198;COLÉGIO SANTO ANTÔNIO;ANDREY THALISSON CAVALCANTE RIBEIRO;45.644.450/0001-55;RUA TANCREDO NEVES;205;58225-000;CENTRO;Solânea;PB;83 98658-2435;andreygba@yahoo.com.br
Helio Martins;047.254;047254;47254;COLÉGIO SANTO EXPEDITO;COMPLEXO EDUCACIONAL PATOENSE LIMITADA;35.584.515/0001-60;RUA GODOFREDO CUNHA MEDEIROS;201;58700-315;BRASÍLIA;Patos;PB;83 3421-3078 / 99154-8327;colegiosantoexpeditocse@gmail.com
Helio Martins;027.547;027547;27547;COLÉGIO TOP;ANTONIA ZULEIDE ALVES DE ANDRADE;35.227.388/0001-42;RUA INÁCIO RAMOS DE ANDRADE;416;58052-210;JARDIM CIDADE UNIVERSITÁRIA;JOÃO PESSOA;PB;83 3235-7131 / 99350-7997;anahollandata@gmail.com
Helio Martins;047.204;047204;47204;CONEXAO COLEGIO E CURSO;JULIANA DE SOUSA LIMA LTDA;35.058.975/0001-55;RUA JOÃO RODRIGUES ALVES;274;58900-000;CENTRO;CAJAZEIRAS;PB;83 99168-3825;juliprof07@gmail.com
Helio Martins;047.197;047197;47197;EDUCAR COLÉGIO E CURSO;GUACIRA DA SILVA FREIRE MENEZES LTDA;20.745.749/0001-75;RUA VICENTE CADÓ;45;58255-000;CENTRO;Belém;PB;***;educarcolegioecurso@gmail.com
Helio Martins;047.187;047187;47187;ESCOLA ALEGRIA DE SABER;ESCOLA DE ENSINO INFANTIL E FUNDAMENTAL FORMANDO DO SABER LIMITADA;***;RUA QUATRO DE OUTUBRO;48;58807-375;JARDIM SANTANA;SOUSA;PB;83 99100-3224;***
Helio Martins;010.586;010586;10586;ESCOLA APOIO EDUCAÇAO INF. E ENS. FUND.;APOIO EDUCAÇAO INFANTIL E ENSINO FUNDAMENTAL LTDA;03.789.378/0001-04;RUA NURISMAN DE ANDRADE CARNEIRO;225;58052-284;JARDIM CIDADE UNIVERSITÁRIA;JOÃO PESSOA;PB;83 3235-2866 / 98828-1014;contato@colegioapiojp.com.br
Helio Martins;047.222;047222;47222;ESCOLA APRENDER MAIS;ESCOLA APRENDER MAIS LTDA;38.420.789/0001-02;RUA BARÃO DO RIO BRANCO;548;58900-000;CENTRO;Cajazeiras;PB;83 99894-9120 / 99894-9120 / 99646-2817;mais.institutoaprender@gmail.com
Helio Martins;047.146;047146;47146;ESCOLA BRINCANDO E APRENDENDO;JULIANA DE SOUSA LIMA LTDA;35.058.975/0002-36;AVENIDA PADRE ROLIM;156;58900-000;CENTRO;CAJAZEIRAS;PB;83 99168-3825;juliprof07@gmail.com
Helio Martins;010.365;010365;10365;ESCOLA CRIANÇA FELIZ;EDUCANDARIO SANTA CECILIA LIMITADA;08.405.375/0001-43;RUA EVALDO WANDERLEY;819;58042-240;TAMBAUZINHO;JOÃO PESSOA;PB;83 3224-7328 / 98619-0107;educasantacecilia@hotmail.com
Helio Martins;036.630;036630;36630;ESCOLA LUZ;FLOR ENSINO INFANTIL E FUNDAMENTAL LTDA;23.645.745/0001-03;AV SEN RUY CARNEIRO;539;58032-100;BRISAMAR;JOÃO PESSOA;PB;83 3113-0453 / 99686-9068;secretaria@escolaluz.com
Helio Martins;019.927;019927;19927;ESCOLA MENINO JESUS;CENTRO EDUCACIONAL CANDIDA ALENCAR FORMIGA LTDA;24.297.491/0001-42;RUA FRANCISCO BEZERRA;544;58840-000;CENTRO;POMBAL;PB;83 99698-1058 / 8832-4327;faleconosco@cmjpb.com.br
Helio Martins;010.306;010306;10306;ESCOLA SENHOR DO BONFIM;ESCOLA SENHOR DO BONFIM LTDA;08.924.698/0001-43;AVENIDA ESTRELA;125;58110-135;CENTRO;BAYEUX;PB;83 3232-2311 / 99364-7922;esbonfin@uol.com.br
Helio Martins;011.464;011464;11464;ESCOLINHA SONHO DE CRIANÇA;ESCOLINHA SONHO DE CRIANÇA LTDA;09.011.047/0001-25;RUA ALMEIDA BARRETO;01;58800-540;CENTRO;SOUSA;PB;83 3522-2075 / 99137-3064;vanda.maria26@hotmail.com
Helio Martins;047.196;047196;47196;EXECUTIVO COLÉGIO E CURSO;PEREIRA & FRANCISCO ENSINO FUNDAMENTAL LTDA;17.416.180/0001-90;RUA LUIZ PORPINO DA SILVA;305;58200-000;AREIA BRANCA;Guarabira;PB;83 99158-4152;executivocc@yahoo.com.br
Helio Martins;010.076;010076;10076;FERA COLÉGIO E CURSO;FERA COLÉGIO E CURSO LTDA;09.006.630/0001-48;RUA ANTÔNIO JUSTINO;S/N;58704-343;BELO HORIZONTE;PATOS;PB;83 3421-2325 / 99961-1490;feracolegioecurso@hotmail.com
Helio Martins;009.384;009384;9384;INST. EDUC. BRANCA DE NEVE / COLÉGIO MILLENNIUM;INSTITUTO EDUCACIONAL BRANCA DE NEVE LTDA;24.226.458/0001-21;RUA JOSÉ GOMES ALVES;38;58700-250;CENTRO;PATOS;PB;83 3421-1404;valnice@instbrancadeneve.com.br
Helio Martins;009.356;009356;9356;INST. EDUCACIONAL N. SRA. DA CONCEIÇÃO;INSTITUTO EDUCACIONAL NOSSA SENHORA DA CONCEICAO LTDA;11.897.139/0001-04;RUA PROFESSORA MARIA DA LUZ BARROS BARBOSA;14;58063-580;VALENTINA DE FIGUEIREDO;JOÃO PESSOA;PB;83 93237-1961;ienscjp@gmail.com
Helio Martins;011.524;011524;11524;INSTITUTO DE EDUCAÇÃO DOCE MÃE DE DEUS;COMUNIDADE DOCE MAE DE DEUS;24.098.782/0004-54;RUA VICENTE COZZA;S/N;58075-420;ERNESTO GEISEL;JOÃO PESSOA;PB;83 99145-6115;escolaiedmd@gmail.com
Helio Martins;028.948;028948;28948;INSTITUTO EDUCACIONAL DO SABER;INSTITUTO EDUCACIONAL DO SABER LTDA;07.227.645/0001-00;RUA LINDOLFO F. GRILO;37;58220-000;CONJ. LINDOLFO F. GRILO;BANANEIRAS;PB;83 99944-0301 / 9944-0301;saberescola2006@gmail.com
Helio Martins;009.871;009871;9871;INSTITUTO EDUCACIONAL MARIA DO SOCORRO;INSTITUTO EDUCACIONAL MARIA DO SOCORRO LTDA;09.309.337/0001-50;RUA JOÃO DOMINGOS DE QUEIROZ;25;58704-140;BELO HORIZONTE;PATOS;PB;83 3421-4511;lems2008@hotmail.com
Helio Martins;011.535;011535;11535;INSTITUTO EDUCACIONAL NOSSA SENHORA DE FATIMA;HANUSKA CAMPOS DE OLIVEIRA;14.964.651/0001-06;RUA JOSE RODOVALHO DE ALENCAR;451;58900-000;CENTRO;CAJAZEIRAS;PB;83 99333-5859;mecia_cz@hotmail.com
Helio Martins;009.851;009851;9851;INSTITUTO EDUCACIONAL PEDRO CALMON;INSTITUTO EDUCACIONAL PEDRO CALMON LTDA;09.286.667/0001-77;RUA ORLANDO PEREIRA DE BRITO;1271;58070-430;CRISTO REDENTOR;JOÃO PESSOA;PB;83 98821-4422;***
Helio Martins;009.863;009863;9863;INSTITUTO EDUCACIONAL SANTOS DUMONT;INSTITUTO EDUCACIONAL SANTOS DUMONT LTDA;09.150.558/0001-28;RUA EURÍPEDES TAVARES;580;58013-290;CENTRO;JOÃO PESSOA;PB;83 3222-1527 / 98849-3375;isdumont@hotmail.com
Helio Martins;010.315;010315;10315;INSTITUTO MON SERRAT;SONIA MARIA RODRIGUES DE OLIVEIRA PEDROSA;41.153.008/0001-75;RUA QUINZE DE NOVEMBRO;38;58340-000;SANTA LUZIA;SAPÉ;PB;83 99340-6530;int.monserrat@gmail.com
Helio Martins;047.236;047236;47236;INSTITUTUM LAUREATUS;SERVICOS EDUCACIONAIS DUARTE E FRANCA LTDA;53.536.426/0001-20;RUA EMPRESÁRIO OLAVO DOS GUIMARÃES WANDERLEY;105;58063-012;VALENTINA DE FIGUEIREDO;JOÃO PESSOA;PB;83 99613-9637;institutumlaureatus@gmail.com
Helio Martins;013.789;013789;13789;JOAO MACHADO COLEGIO E CURSO;JOÃO MACHADO COLEGIO E CURSO LTDA;24.279.861/0003-80;RUA PREFEITO JOAQUIM GONÇALVES DE ASSIS;167;58037-645;JARDIM OCEANIA;JOÃO PESSOA;PB;83 3246-4598 / 99903-3081;***
Helio Martins;009.362;009362;9362;JOÃO MACHADO COLÉGIO E CURSO;JOAO MACHADO COLEGIO E CURSO LTDA;24.279.861/0001-19;AVENIDA PRIMEIRO DE MAIO;386;58015-430;JAGUARIBE;JOÃO PESSOA;PB;83 3221-6602;***
Helio Martins;009.347;009347;9347;MADRE TEREZA COLEGIO E CURSO;CENTRO DE ENSINO CONTEMPORANEO LTDA;32.341.795/0001-98;RUA PROFESSORA CARMEN MOREIRA COUTINHO;330;58052-490;JARDIM CIDADE UNIVERSITÁRIA;JOÃO PESSOA;PB;83 2106-4655;madreterezacolegio@gmail.com
Helio Martins;033.267;033267;33267;MASTERS GOLD COLÉGIO E CURSO;SIEC - SISTEMA INTEGRADO DE ENSINO DE CAJAZEIRAS LTDA;11.325.715/0001-30;RUA ROTARY;900;58900-000;JARDIM ÓASIS;CAJAZEIRAS;PB;83 3531-2090;mastersgoldvd@gmail.com
Helio Martins;047.193;047193;47193;MATER COLÉGIO E CURSO;MATER COLEGIO E CURSO LTDA;43.515.590/0001-06;PRAÇA MANOEL JOAQUIM DE ARAÚJO;65;58360-000;CENTRO;Itabaiana;PB;83 99371-2210;matercolegioecurso@gmail.com
Helio Martins;017.866;017866;17866;MECENAS SISTEMA DE ENSINO;C.T.E. COLEGIO E CURSO PRE VESTIBULAR LTDA;02.802.384/0001-91;RUA MARIA ALCIRA LACERDA CARDOSO;104;58074-025;JOSÉ AMÉRICO DE ALMEIDA;JOÃO PESSOA;PB;83 2182-6926 / 9950-0769;thiagomecenas@hotmail.com
Helio Martins;047.188;047188;47188;POLARIS EDUCAÇÃO;INSTITUTO EDUCACIONAL POLARIS  MAMANGUAPE LTDA;26.883.390/0001-89;RUA MARQUES DO HERVAL;S/N;58280-000;CENTRO;MAMANGUAPE;PB;83 98714-3153 / 99308-0124;institutopolaris@outlook.com
Helio Martins;047.190;047190;47190;PROVER COLEGIO E CURSO;PROVER COLEGIO E CURSO LTDA;57.897.382/0001-15;PRAÇA DA INDÚSTRIA;65;58360-000;CENTRO;Itabaiana;PB;83 99126-9030;osvaldofilhoadvovado@gmail.com
Helio Martins;010.011;010011;10011;SECULO COLEGIO E CURSO;HONÓRIO DANTAS & CIA LTDA EPP;01.573.657/0001-00;RUA RADIALISTA ANTÔNIO ASSUNÇÃO;89;58052-230;JARDIM CIDADE UNIVERSITÁRIA;João Pessoa;PB;83 3235-4842 / 3235-3254;seculo@colegioseculo.com.br
Helio Martins;010.210;010210;10210;SISTEMA DE ENSINO CONVIVER;ESCOLA SISTEMA DE ENSINO CONVIVER LTDA;33.041.053/0001-00;AVENIDA RIO GRANDE DO SUL;1857;58030-020;ESTADOS;JOÃO PESSOA;PB;83 3224-8478;contato@escolaconviver.com.br
João Paulo;029.407;029407;29407;1ª OPCAO COLEGIO E CURSO;1ª OPCAO COLEGIO E CURSO LTDA;39.618.683/0001-80;RUA JOÃO RIBEIRO COUTINHO;28;58300-230;CENTRO;SANTA RITA;PB;***;1aopcaocolegioecurso@gmail.com
João Paulo;028.814;028814;28814;ARCO IRIS - CENTRO EDUCACIONAL DA CRIANÇA;MARIA DAS NEVES BATISTA DA SILVA - ME;17.556.666/0001-23;RUA JOAQUIM RODRIGUES PEREIRA;81;58300-970;SANTA RITA;VARZEA NOVA;PB;83 98728-6710;mn9352812@gmail.com
João Paulo;021.820;021820;21820;CEENA CENTRO EDUC EVANG NOVO AMANHECER;CENTRO EDUCACIONAL EVANGELICO NOVO AMANHECER LTDA;32.493.442/0001-03;RUA JOSÉ DE OLIVEIRA MADRUGA;S/N;58200-000;SÃO JOSÉ;GUARABIRA;PB;83 98654-5337 / 8787-2201;ceena19@gmail.com
João Paulo;022.177;022177;22177;CEI - CENTRO EDUCACIONAL INTEGRADO;LUCINEIDE MARTINIANO DE MACEDO;07.814.329/0001-35;RUA CORONEL PEDRO TARGINO;S/N;58233-000;CENTRO;ARARUNA;PB;83 99685-5674;***
João Paulo;032.992;032992;32992;CEMAL - CENTRO EDUCACIONAL MARIA DE LOURDES;LUCIENE CAETANO GOMES;14.386.678/0001-69;TRAVESSA JOÃO PESSOA;S/N;58324-000;ACAÚ;PITIMBU;PB;83 98727-0261;***
João Paulo;010.207;010207;10207;CEMOL - CENTRO EDUCACIONAL MONTEIRO LOBATO;CENTRO EDUCACIONAL MONTEIRO LOBATO LTDA ME;70.105.580/0001-67;RUA MONSENHOR PALMEIRA;454;58135-000;CENTRO;ESPERANÇA;PB;83 3361-2521 / 3361-2521;familiacemol@hotmail.com
João Paulo;018.401;018401;18401;CENTRO DE ENSINO FORMANDO CIDADÃOS CEFC;CENTRO DE ENSINO FORMANDO CIDADÃOS EIRELI - ME;22.047.102/0001-03;RUA NOSSA SENHORA DO CARMO;166;58301-135;POPULAR;SANTA RITA;PB;83 98889-6662;jaque_vieira@hotmail.com
João Paulo;028.283;028283;28283;CENTRO EDUC. EVANG. MISSIONÁRIO GUNNAR VINGREN;CENTRO EDUCACIONAL EVANGELICO MISSIONARIO GUNNAR VINGREN;21.202.415/0001-18;RUA PROJETADA;08;58390-000;LOTEAMENTO DOS DANDEIRANTES;ALAGOINHA;PB;83 98720-7885;escolavingren@hotmail.com
João Paulo;009.483;009483;9483;CENTRO EDUCAÇÃO DE FORMAÇÃO INFANTIL-CEFI;MARIA ADENUBIA ALVES - ME;05.581.994/0001-09;RUA SILVA JARDIM;1042;58407-333;JOSÉ PINHEIRO;CAMPINA GRANDE;PB;***;nubiabrasil2000@hotmail.com
João Paulo;010.397;010397;10397;CENTRO EDUCACIONAL ALZIRA LEAL;ARIANE LEAL DA SILVA;424.594.784-53;RUA DOM ULRICO;179;58300-540;LIBERDADE;SANTA RITA;PB;83 98836-9087;diretora123@hotmail.com
João Paulo;010.237;010237;10237;CENTRO EDUCACIONAL BANDEIRANTES;WALDENILZA SILVA LIMA - ME;70.131.859/0001-15;RUA ORDENEZ TROVÃO DE MELO;132;58401-474;ALTO BRANCO;CAMPINA GRANDE;PB;83 98881-3956;waldenizalima@gmail.com
João Paulo;036.290;036290;36290;CENTRO EDUCACIONAL BOM SAMARITANO;MARIA MANUELA DA SILVA FRANCISCO GOMES;45.847.923/0001-11;RUA MARIA NAZARETH CABRAL;267;58300-970;TIBIRI II;SANTA RITA;PB;83 98805-6559;isacgomesdelima@hotmail.com
João Paulo;010.176;010176;10176;CENTRO EDUCACIONAL CANTINHO DA ALEGRIA;TEREZA NEUMA DA SILVA RODRIGUES - ME;02.964.850/0001-35;RUA TREZE DE MAIO;203;58225-000;CENTRO;SOLÂNEA;PB;83 99332-0554;cecaneuma@hotmail.com
João Paulo;018.174;018174;18174;CENTRO EDUCACIONAL CONSTRUIR - CEC;CENTRO EDUCACIONAL CONSTRUIR LTDA - ME;09.308.010/0001-63;RUA MAJOR JOÃO CORREIA;304;58446-000;DISTRITO GALANTE;GALANTE;PB;83 98612-7946;luanalarecasa@cecconstruir.com
João Paulo;021.810;021810;21810;CENTRO EDUCACIONAL CORDEL ENCANTADO;RUZIVANIA TARGINO DOS SANTOS CLEMENTINO ME;14.816.643/0001-12;RUA JOSÉ LINS DO REGO;631;58401-145;PALMEIRA;CAMPINA GRANDE;PB;83 98803-6430;cordelencantado@hotmail.com
João Paulo;034.373;034373;34373;CENTRO EDUCACIONAL CRESCER;CENTRO EDUCACIONAL CRESCER EIRELI;40.952.977/0001-23;RUA PROJETADA;S/N;58320-000;MATA REDONDA;ALHANDRA;PB;83 9334-6597;escolacrescercec@gmail.com
João Paulo;035.996;035996;35996;CENTRO EDUCACIONAL CRIANÇA INTELIGENTE;MARCIA SUELY DE SOUZA CAVALCANTE;03.730.973/0001-74;R SERRA REDONDA;115;58302-175;MUNICÍPIOS;SANTA RITA;PB;83 98647-1251;educaceci@gmail.com
João Paulo;028.911;028911;28911;CENTRO EDUCACIONAL DE ENS. INF. E FUND. ESTAÇÃO CRIANÇA;MARISA DE LIMA SOUSA - ME;21.508.935/0001-53;RUA JOAQUIM ZECA;123;58120-000;CENTRO;MASSARANDUBA;PB;***;***
João Paulo;035.851;035851;35851;CENTRO EDUCACIONAL DE JUAREZ TÁVORA - C.E.J.T;EDNA MARIA MARTINS DE LIMA;02.654.329/0001-00;RUA CORONEL FRANCISCO HONÓRIO;125;58387-000;CENTRO;JUAREZ TÁVORA;PB;83 98656-6171;isabela270710@hotmail.com
João Paulo;036.282;036282;36282;CENTRO EDUCACIONAL DE MARIA;MARIA DE LOURDES ARAUJO EDUARDO DE SOUSA;13.925.864/0001-66;RUA JOSE COSME DE OLIVEIRA;24;58340-000;LOT. RENATO RIBEIRO COUTINHO;SAPÉ;PB;83 99362-3614;loudesmaria442@hotmail.com
João Paulo;047.298;047298;47298;CENTRO EDUCACIONAL DE MARIA - POLO 2;LAÍS EDUARDA TAVARES;63.001.430/0001-48;RUA JOAQUIM CAVALCANTE DE ALBUQUERQUE;280;58340-000;ABEL CAVALCANTE;SAPÉ;PB;83 9325-0025;***
João Paulo;010.221;010221;10221;CENTRO EDUCACIONAL DIMENSÃO;ELAINE ALVES GUIMARÃES DE SOUSA;05.487.140/0001-50;RUA ABSALÃO EMERENCIANO;302;58415-580;CRUZEIRO;CAMPINA GRANDE;PB;83 98725-8834;***
João Paulo;010.247;010247;10247;CENTRO EDUCACIONAL DO PIUPIU;ESCOLA DE ENSINO FUNDAMENTAL SANTA IZABEL LTDA - ME;03.652.296/0001-13;RUA SÃO VICENTE;907;58428-345;PEDREGAL;CAMPINA GRANDE;PB;83 3333-8372 / 98753-2312;mariadecarvalho_lili@hotmail.com
João Paulo;013.928;013928;13928;CENTRO EDUCACIONAL DOM PEDRO II;MONICA SILVA DOS SANTOS;07.068.903/0001-53;RUA RIO TINTO;51;58302-305;MUNICIPIOS;SANTA RITA;PB;83 99156-2525;monicassantos1977@gmail.com
João Paulo;009.445;009445;9445;CENTRO EDUCACIONAL ESTRELINHA DO FUTURO;SONIA MARIA BRANDÃO DE LIRA;14.607.464/0001-75;RUA OLGA DE AZEVEDO DE OLIVEIRA;415;58406-850;NOVA BRASÍLIA;CAMPINA GRANDE;PB;83 98791-4046;estrelinhasdofuturo@gmail.com
João Paulo;035.997;035997;35997;CENTRO EDUCACIONAL EVOLUCAO KIDS;MARIA DA CONCEIÇÃO DE LIMA ALVES;36.323.142/0001-37;R SERRA BRANCA;142;58302-055;MUNICÍPIOS;SANTA RITA;PB;83 99131-3465 / 98873-9732;taynana947@gmail.com
João Paulo;010.133;010133;10133;CENTRO EDUCACIONAL EXODO;VALDELICE FERREIRA DE MELO - ME;04.949.462/0001-00;RUA SEVERINO GALILEU;285;58414-233;LIBERDADE;CAMPINA GRANDE;PB;83 98829-8912;exodoescola@gmail.com
João Paulo;009.957;009957;9957;CENTRO EDUCACIONAL FUTURA;VALERIA SANTOS ALEXANDRE BELO - ME;03.111.827/0001-60;RUA SEVERINO MARQUES DE OLIVEIRA;19;58433-573;MALVINAS;CAMPINA GRANDE;PB;***;valeriabeloprof@gmail.com
João Paulo;036.385;036385;36385;CENTRO EDUCACIONAL NOVAS PALAVRAS;WILMA MARINHEIRO DA SILVA;26.843.583/0001-06;RUA JORNAL DE ALAGOAS;440;58300-970;MARCOS MOURA;SANTA RITA;PB;83 98650-4015;cenpeducacional@gmail.com
